player_name,season,games_missed,teams,injury_notes,player_id
Wayne Ellington,2016-17,2,Heat,strained right quadriceps (DTD) | strained right hamstring (DTD),201961
Wayne Ellington,2017-18,2,Heat,strained right shoulder (DTD) | bruised left quadricep (DTD),201961
Wayne Ellington,2018-19,1,Heat,sore left ankle (DTD),201961
Wayne Selden Jr.,2017-18,6,Grizzlies,right quadricep injury (DTD) | right thigh injury (DTD) | sore right knee (DTD),1627782
Wayne Selden Jr.,2018-19,1,Grizzlies,sore left knee (DTD),1627782
Wendell Carter Jr.,2018-19,1,Bulls,sprained left thumb (out for season),1628976
Wesley Iwundu / Wes Iwundu,2017-18,1,Magic,illness (DTD),1628411
Wesley Johnson / Wes Johnson,2014-15,2,Lakers,strained right hip flexor (DTD) | sprained left ankle (out for season),202325
Wesley Johnson / Wes Johnson,2015-16,1,Clippers,foot injury (DTD),202325
Wesley Johnson / Wes Johnson,2017-18,1,Clippers,sore left foot (DTD),202325
Wesley Matthews / Wes Matthews Jr.,2014-15,1,Blazers,torn left Achilles tendon (out for season),202083
Wesley Matthews / Wes Matthews Jr.,2015-16,1,Mavericks,Achilles injury (DTD),202083
Wesley Matthews / Wes Matthews Jr.,2016-17,3,Mavericks,sore foot (DTD) | strained right hip (DTD) | right hip injury (DTD),202083
Wesley Matthews / Wes Matthews Jr.,2017-18,1,Mavericks,fractured right fibula (out for season),202083
Wesley Matthews / Wes Matthews Jr.,2018-19,3,"Mavericks, Pacers",strained left hamstring (DTD) | sore right foot (DTD) | toe injury (DTD),202083
Will Barton,2016-17,3,Nuggets,sore/sprained left ankle (DTD) | rehab of left ankle (DTD) | sore left ankle (DTD),203115
Willie Cauley-Stein,2015-16,3,Kings,dislocated right index finger (out indefinitely) | lacerated right middle finger (DTD) | illness (DTD),1626161
Willie Cauley-Stein,2017-18,3,Kings,sore back (DTD) | strained lower back (DTD) | bruised right knee (DTD),1626161
Willie Green,2014-15,2,Magic,sore right Achilles (DTD) | lower back spasms (DTD),2584
Willie Reed,2015-16,3,Nets,torn ligament in right thumb (surgery) (out indefinitely) | sore groin (DTD) (Y) | sore left knee (DTD),203186
Willie Reed,2016-17,3,Heat,hyperextended right knee (DTD) | bruised sternum (DTD) | bursitis in right ankle / strained calf (DTD),203186
Wilson Chandler,2014-15,3,Nuggets,strained right knee (DTD) | sore left groin (DTD) | knee injury (DTD),201163
Wilson Chandler,2015-16,1,Nuggets,surgery on right hip to repair torn labrum (out for season),201163
Wilson Chandler,2016-17,3,Nuggets,sore left hamstring (DTD) | right hip injury (DTD) | illness (DTD),201163
Wilson Chandler,2018-19,3,76ers,bruised left quadricep (DTD) | upper respiratory infection (DTD) | left hamstring injury (DTD),201163
Xavier Henry,2013-14,3,Lakers,right knee injury (out indefinitely) | torn ligament in left wrist (out indefinitely) | surgery on left wrist and right knee (out indefinitely),202333
Xavier Henry,2014-15,1,Lakers,torn left Achilles tendon (DTD),202333
Yuta Watanabe,2018-19,2,Grizzlies,concussion (DTD) | ankle injury (DTD),1629139
Zach Collins,2017-18,1,Blazers,illness (DTD),1628380
Zach LaVine,2014-15,1,Timberwolves,sprained left ankle (DTD),203897
Zach LaVine,2016-17,3,Timberwolves,sore right knee (DTD) | bruised left hip (DTD) | torn ACL in left knee (out for season),203897
Zach LaVine,2018-19,3,Bulls,sprained right ankle (DTD) | right knee injury (DTD) | bruised right thigh (out for season),203897
Zach Randolph,2014-15,1,Grizzlies,illness (DTD),2216
Zach Randolph,2015-16,3,Grizzlies,sore right knee (DTD) | sprained right ankle (DTD),2216
Zach Randolph,2016-17,1,Grizzlies,sore left foot (DTD),2216
Zach Randolph,2017-18,1,Kings,sore left knee (DTD),2216
Zaur Pachulia / Zaza Pachulia,2013-14,1,Bucks,fractured right foot (out indefinitely),2585
Zaur Pachulia / Zaza Pachulia,2014-15,1,Bucks,calf injury (DTD),2585
Zaur Pachulia / Zaza Pachulia,2015-16,1,Mavericks,sore right Achilles (DTD),2585
Zaur Pachulia / Zaza Pachulia,2016-17,3,Warriors,bruised right wrist (DTD) | strained right rotator cuff (DTD) | bruised right heel,2585
Zaur Pachulia / Zaza Pachulia,2017-18,2,Warriors,sore left shoulder (DTD),2585
Zaur Pachulia / Zaza Pachulia,2018-19,3,Pistons,right leg injury (DTD) | right Achilles injury (DTD),2585
Zhaire Smith,2018-19,1,76ers,surgery on left foot (out indefinitely),1629015
Zhou Qi / Qi Zhou,2017-18,3,Rockets,sore left calf (DTD) | right elbow injury (DTD) | rib injury (DTD),1627753
Zhou Qi / Qi Zhou,2018-19,2,Rockets,sprained left knee (DTD) | sprained left ankle (DTD),1627753
